sr,stop_id,stop_name,stop_desc,source,rank,stop_lat,stop_lon
6950,830,sripuram colony,,shakti-gtfs,5,17.37644,78.51467
6951,2474,sriram colony,sriram colony,gps-logs-ghz|kodali-stops,2,17.29322,78.44179
6952,2475,sriram colony,sriram colony towards madhuban colony,gps-logs-ghz|kodali-stops,2,17.29317,78.44178
6953,src5_653,sriram colony,"pardhi guda, hyderabad",src5,3,17.2934,78.4418
6954,1281,sriram colony,,shakti-gtfs,5,17.30457,78.43311
6955,1048,sriram nagar hospital,sriram nagar hospital towards chirec school,gps-logs-ghz,2,17.461,78.35303
6956,1000,sriram nagar hospital,sriram nagar hospital towards kothaguda,gps-logs-ghz|kodali-stops,2,17.46125,78.35277
6957,1175,srirangavaram,,shakti-gtfs,5,17.65541,78.42554
6958,23,srtr university,,shakti-gtfs,5,17.32828,78.79144
6959,677,st anns school,,shakti-gtfs,5,17.44278,78.50302
6960,603,"state archives, tarnaka",,shakti-gtfs,5,17.42403,78.53657
6961,616,state assembly,,shakti-gtfs,5,17.40075,78.47017
6962,1216,state home,state home towards yousufguda,gps-logs-ghz|kodali-stops,2,17.43633,78.43928
6963,src5_830,state home,,src5,3,17.43658,78.43949
6964,src5_832,state home,"yousufguda main road, padala ramareddy colony, yousufguda, hyderabad",src5,3,17.43629,78.43892
6965,src5_834,state home,"yousufguda main road, padala ramareddy colony, yousufguda, hyderabad",src5,3,17.43628,78.43923
6966,477,state home,,shakti-gtfs,5,17.43629,78.43908
6967,src5_275,station,"rail vihar, serilingampally, hyderabad",src5,3,17.48362,78.31659
6968,3021,subadra nagar,subadhra nagar,gps-logs-ghz|kodali-stops,2,17.32881,78.58348
6969,848,subadra nagar,,shakti-gtfs,5,17.32884,78.58333
6970,src5_3926,subhadra nagar (vanasthalipuram),"raithu bazar road, dwarakamai nagar colony, hayathnagar, hyderabad",src5,3,17.32889,78.5832
6971,src5_3927,subhadra nagar (vanasthalipuram),,src5,3,17.3288,78.58343
6972,1884,subhanpur village,,shakti-gtfs,5,17.10281,78.35033
6973,src5_2653,subhash nagar,,src5,3,17.5133,78.45843
6974,src5_2654,subhash nagar,,src5,3,17.51313,78.45873
6975,src5_2655,subhash nagar,"pipe line road, kudlapur, ida jeedimetla, jeedimetla, hyderabad",src5,3,17.51358,78.46049
6976,src5_3315,subhash nagar,,src5,3,17.48297,78.49985
6977,src5_3316,subhash nagar,"ward no 7 secunderabad, teachers colony, trimulgherry, secunderabad",src5,3,17.48305,78.49996
6978,node/3530664317,subhash nagar,,osm,4,17.48521,78.50275
6979,1360,subhash nagar,,shakti-gtfs,5,17.48313,78.49964
6980,1112,subhash nagar auto stand,,shakti-gtfs,5,17.51293,78.45401
6981,src5_1229,subhash nagar bus station,"subhash nagar, alwal, secunderabad",src5,3,17.48524,78.50266
6982,2365,subhash nagar phase 1,,shakti-gtfs,5,17.50993,78.45487
6983,src5_3342,subramanyam nagar,,src5,3,17.36027,78.51684
6984,src5_3343,subramanyam nagar,,src5,3,17.36012,78.51688
6985,1079,substation,substation towards shapur nagar,gps-logs-ghz|kodali-stops,2,17.52253,78.44376
6986,1080,substation,substation towards jeedimetla,gps-logs-ghz|kodali-stops,2,17.52289,78.44329
6987,node/1437395352,substation,,osm,4,17.45532,78.52989
6988,3658,suchitra,suchitra towards,gps-logs-ghz,2,17.49889,78.47696
6989,2121,suchitra,suchithra towards bowenpally,gps-logs-ghz|kodali-stops,2,17.4997,78.47712
6990,2122,suchitra,suchithra towards jeedimetla village,gps-logs-ghz|kodali-stops,2,17.50004,78.47705
6991,3659,suchitra,suchitra,gps-logs-ghz|kodali-stops,2,17.49906,78.47715
6992,src5_3022,suchitra,,src5,3,17.49925,78.47637
6993,src5_3023,suchitra,"medchal road, green park, jeedimetla, hyderabad",src5,3,17.49938,78.47641
6994,src5_3026,suchitra,,src5,3,17.50006,78.47702
6995,src5_3027,suchitra,,src5,3,17.50513,78.47886
6996,src5_3031,suchitra,,src5,3,17.51019,78.47943
6997,node/2710839011,suchitra,,osm,4,17.49953,78.47656
6998,src5_3025,suchitra circle,"ramraj nagar, ramraju nagar, jeedimetla, secunderabad",src5,3,17.49967,78.47725
6999,src5_3020,suchitra x road,,src5,3,17.4989,78.4771
7000,src5_3021,suchitra x road,,src5,3,17.4991,78.47721
7001,489,suchitra x road,,shakti-gtfs,5,17.49913,78.47672
7002,2481,sudarshan,sudarshan,gps-logs-ghz|kodali-stops,2,17.40767,78.49406
7003,src5_3109,sudarshan / r.t.c x road,"indira park road, sweta enclave, jawahar nagar, kavadiguda, hyderabad",src5,3,17.40767,78.49429
7004,2478|src5_3112,sudarshan theater,sudarshan theater towards ashok nagar,gps-logs-ghz|kodali-stops|src5,1,17.40723,78.49504
7005,src5_1841,sudha hospital dammaiguda x road nagaram,,src5,3,17.48992,78.60156
7006,793,sugar factory,,shakti-gtfs,5,17.80386,78.39415
7007,1421,suleman nagar,,shakti-gtfs,5,17.34195,78.42283
7008,src5_3058,sultan bazar,"sultan bazar juction road, ramkoti, sultan bazar, koti, hyderabad",src5,3,17.38873,78.48577
7009,1210,sultana bazar,sultana bazar towards maternity hospital,gps-logs-ghz|kodali-stops,2,17.38793,78.48727
7010,1852,sultanpally village,,shakti-gtfs,5,17.26656,78.30523
7011,722,sultanpally x road,,shakti-gtfs,5,17.2563,78.31949
7012,2371,sultanpur,,shakti-gtfs,5,17.26693,78.51997
7013,1299,sumithra,sumithra towards kukatpally,gps-logs-ghz|kodali-stops,2,17.48917,78.40888
7014,1301,sumithra,sumithra towards vivekananda nagar,gps-logs-ghz|kodali-stops,2,17.4897,78.40812
7015,src5_2183,sumitra nagar,"national highway 65, aphb colony, kukatpally, hyderabad",src5,3,17.48967,78.40808
7016,140,sumitra nagar,,shakti-gtfs,5,17.48934,78.40854
7017,1155,sun city,sun city towards bandlaguda,gps-logs-ghz|kodali-stops,2,17.36482,78.39577
7018,1184,sun city,sun city towards,gps-logs-ghz|kodali-stops,2,17.36487,78.39548
7019,src5_460,sun city,"chevella road, hydershakote, sun city, bandlaguda jagir, hyderabad",src5,3,17.36491,78.39568
7020,src5_461,sun city,,src5,3,17.36463,78.3955
7021,676,sundaraiah park,,shakti-gtfs,5,17.39721,78.49712
7022,src5_3277,sunnam batti,,src5,3,17.4179,78.50993
7023,src5_3278,sunnam batti,,src5,3,17.41766,78.50986
7024,1545,sunnambati,,shakti-gtfs,5,17.41802,78.50978
7025,node/2199508157,super bazaar,malakpet super bazaar,osm,4,17.37243,78.50921
7026,1977,suprabath township,suprabath township,gps-logs-ghz,2,17.40756,78.63933
7027,223,suprabhat college,,shakti-gtfs,5,17.50868,78.63194
7028,1942,surana,,kodali-stops,5,17.47109,78.60083
7029,1954,surana,,kodali-stops,5,17.47132,78.60116
7030,src5_924,suraram,,src5,3,17.54379,78.43389
7031,src5_925,suraram,"medak road, aphb colony, suraram, hyderabad",src5,3,17.54202,78.43384
7032,src5_932,suraram,,src5,3,17.53633,78.43471
7033,src5_934,suraram - bus stand,"sai baba nagar x road, rajiv gandhi nagar, suraram, hyderabad",src5,3,17.53617,78.43447
7034,1074,suraram colony,suraram colony towards suraram x roads,gps-logs-ghz,2,17.54029,78.43845
7035,1075,suraram colony,suraram colony,gps-logs-ghz,2,17.54024,78.43846
7036,src5_929,suraram colony,"suraram colony, dayanand nagar, suraram, hyderabad",src5,3,17.54025,78.43838
7037,src5_930,suraram colony,"luies brail street, suraram colony, dayanand nagar, suraram, hyderabad",src5,3,17.54025,78.43845
7038,720,suraram village,,shakti-gtfs,5,17.54578,78.43446
7039,360,suraram village x road,,shakti-gtfs,5,17.54129,78.43378
7040,1076,suraram x road,suraram x road towards saibaba nagar,gps-logs-ghz|kodali-stops,2,17.54058,78.43393
7041,1077,suraram x road,suraram x road towards suraram colony,gps-logs-ghz|kodali-stops,2,17.54167,78.43373
7042,src5_926,suraram x road,"medak road, aphb colony, suraram, hyderabad",src5,3,17.54171,78.43367
7043,src5_927,suraram x road,"suraram x road , jeedimetla, medak road, dayanand nagar, suraram, hyderabad",src5,3,17.54051,78.43397
7044,src5_126,surendrapuri,,src5,3,17.56611,78.94309
7045,src5_1910,surmaiguda,,src5,3,17.29255,78.6903
7046,src5_1911,surmaiguda,,src5,3,17.29274,78.69026
7047,875,surmaiguda,,shakti-gtfs,5,17.29459,78.69033
7048,1795,survey of india,survey of india,gps-logs-ghz|kodali-stops,2,17.40447,78.55707
7049,1819,survey of india,survey of india,gps-logs-ghz|kodali-stops,2,17.40583,78.55541
7050,src5_3841,survey of india,"uppal main road, uppal, hyderabad",src5,3,17.40583,78.55538
7051,src5_3842,survey of india,"uppal main road, p & t colony, uppal, hyderabad",src5,3,17.40453,78.55705
7052,281,survey of india,,shakti-gtfs,5,17.4053,78.55615
7053,src5_1510,surya nagar,,src5,3,17.44575,78.57861
7054,1171,surya nagar,,shakti-gtfs,5,17.44585,78.57815
7055,1064,surya nagar alwal,,shakti-gtfs,5,17.51642,78.50401
7056,src5_1203,suryanagar colony,"chandra nagar colony, bolarum, secunderabad",src5,3,17.51641,78.50404
7057,430,sushma,sushma towards vanasthali puram,gps-logs-ghz|kodali-stops,2,17.3367,78.57378
7058,src5_3933,sushma / indira nagar colony,,src5,3,17.33682,78.57436
7059,3002,sushma theatre,sushma theatre toward,gps-logs-ghz|kodali-stops,2,17.33677,78.57473
7060,src5_3873,sushma theatre,"national highway 65, gr real state, prashanth nagar, vanasthalipuram, hyderabad",src5,3,17.33664,78.57352
7061,666,sushma theatre,,shakti-gtfs,5,17.33677,78.57327
7062,1327,sves high school,sves high school towards vidyanagar,gps-logs-ghz|kodali-stops,2,17.40478,78.51234
7063,src5_3395,sves high school,"osmania university road, srt colony, adikmet, hyderabad",src5,3,17.40486,78.51247
7064,src5_3397,sves high school,"osmania university road, srt colony, adikmet, hyderabad",src5,3,17.40492,78.51224
7065,396,svs,,shakti-gtfs,5,17.40485,78.51221
7066,src5_1286,svs estates,"national highway 44, medchal, secunderabad",src5,3,17.6305,78.48543
7067,src5_1408,swami narayana colony,,src5,3,17.30811,78.56743
7068,src5_1409,swami narayana colony,,src5,3,17.30793,78.56722
7069,2377,swaraj nagar,,shakti-gtfs,5,17.45408,78.41116
7070,src5_1553,swarnandhra colony,,src5,3,17.51291,78.54253
7071,src5_1555,swarnandhra colony,,src5,3,17.51291,78.54229
7072,2157,swarnandhra colony,,shakti-gtfs,5,17.5135,78.54364
7073,3873,swimming pool,swimming pool,gps-logs-ghz,2,17.459,78.51509
7074,2062,swimming pool,swimming pool towards safilguda,gps-logs-ghz|kodali-stops,2,17.45933,78.51551
7075,2073,swimming pool,swimming pool towards gandinagar,gps-logs-ghz|kodali-stops,2,17.45909,78.51575
7076,src5_1141,swimming pool north,,src5,3,17.44325,78.49387
7077,1054,syed ali guda,,shakti-gtfs,5,17.38535,78.4398
7078,1831,syndicate bank,syndicate bank towards prashanth nagar,gps-logs-ghz|kodali-stops,2,17.39736,78.51211
7079,1843,syndicate bank,syndicate bank towards shivam,gps-logs-ghz|kodali-stops,2,17.39853,78.51239
7080,node/2708229891,syndicate bank,,osm,4,17.39737,78.51203
7081,node/2708238383,syndicate bank,,osm,4,17.39839,78.51238
7082,src5_3378,syndicate bank / new nallakunta,,src5,3,17.39827,78.51249
7083,src5_3379,syndicate bank / new nallakunta,,src5,3,17.39849,78.51243
7084,1207,"syndicate bank, shivam road",,shakti-gtfs,5,17.39821,78.51236
7085,1154,t k bridge,tk bridge towards sun city,gps-logs-ghz|kodali-stops,2,17.37096,78.40469
7086,3839,t k bridge,t k bridge,gps-logs-ghz|kodali-stops,2,17.37124,78.40436
7087,src5_468,t k bridge,,src5,3,17.3711,78.40447
7088,src5_470,t k bridge,,src5,3,17.371,78.4047
7089,src5_3516,t.r.r. township,,src5,3,17.32257,78.53062
7090,src5_3517,t.r.r. township,,src5,3,17.32266,78.53073
7091,node/4575200604,t.s.r.t.c district bus,,osm,4,17.34485,78.55364
7092,1409,tad bun,tadbun towards water filter,gps-logs-ghz|kodali-stops,2,17.34533,78.45085
7093,1432,tad bun,tadband towards zoopark,gps-logs-ghz|kodali-stops,2,17.34519,78.45067
7094,1193,tadban x road,,shakti-gtfs,5,17.34543,78.45075
7095,src5_2482,tadban(zoo park),,src5,3,17.35154,78.45277
7096,829,tadbund,tad bund towards bowenapally,gps-logs-ghz|kodali-stops,2,17.45634,78.48404
7097,850,tadbund,tar bund towards paradise,gps-logs-ghz|kodali-stops,2,17.45638,78.48384
7098,162,tadbund,,shakti-gtfs,5,17.45559,78.48252
7099,1655,tadiparthi,,shakti-gtfs,5,17.01616,78.58194
7100,8101,takkalapally,takkalapally,gps-logs-ghz,2,17.00153,78.69018
7101,8212,tallagadda,tallagadda,gps-logs-ghz,2,17.37806,78.44239
7102,src5_739,tallagadda,,src5,3,17.37823,78.4422
7103,420,tallagadda,,shakti-gtfs,5,17.3779,78.44232
7104,8118,tallapalliguda,tallapalliguda,gps-logs-ghz,2,17.20293,78.73413
7105,src5_2,tallapalliguda,,src5,3,17.18732,78.73652
7106,1543,tallapally,,shakti-gtfs,5,17.23025,78.12275
7107,1731,tallapallyguda village,,shakti-gtfs,5,17.18696,78.73661
7108,1018,tallaram,,shakti-gtfs,5,17.36039,78.07567
7109,184,"tamil church, secunderabad",,shakti-gtfs,5,17.43662,78.50014
7110,1935,tanda,,shakti-gtfs,5,17.09266,78.36782
7111,1891,taneshah nagar,,shakti-gtfs,5,17.40018,78.39462
7112,src5_1118,tankbund,"tank bund road, lower tank bund, kavadiguda, hyderabad",src5,3,17.42149,78.48471
7113,252,tankbund,,shakti-gtfs,5,17.40949,78.47557
7114,src5_3541,tapovan colony,"karmanghat road, thapovan colony, sai nagar, saroor nagar east, saroornagar, hyderabad",src5,3,17.34657,78.53169
7115,871,tappachabuthra,,shakti-gtfs,5,17.36922,78.45492
7116,src5_332,tara nagar,"lingampally road, tara nagar, serilingampally, hyderabad",src5,3,17.49035,78.31794
7117,src5_335,tara nagar,,src5,3,17.48962,78.31931
7118,node/2211345663,tara nagar,,osm,4,17.48963,78.31934
7119,node/2211345681,tara nagar,,osm,4,17.48953,78.31931
7120,706,tara nagar,,shakti-gtfs,5,17.49047,78.31786
7121,268,tarakhanpet,,shakti-gtfs,5,17.68459,78.22606
7122,655,taramathi,,shakti-gtfs,5,17.37669,78.3773
7123,5,taramathipet,,shakti-gtfs,5,17.35605,78.6773
7124,src5_1938,taramatipet,taramatipet,src5,3,17.35635,78.67751
7125,src5_1850,tarapuri colony,,src5,3,17.49327,78.5974
7126,src5_1851,tarapuri colony,,src5,3,17.49328,78.5973
7127,src5_2991,tarbund,"national highway 44, napier lines, bowenpally, secunderabad",src5,3,17.4564,78.48387
7128,src5_2993,tarbund,"national highway 44, tar bund, bowenpally, hyderabad",src5,3,17.45632,78.48415
7129,src5_2997,tarbund,,src5,3,17.45694,78.48532
7130,node/1142735841,tarbund,,osm,4,17.45644,78.4839
7131,node/582824402,tarbund,,osm,4,17.45632,78.4841
7132,src5_2992,tarbund road,"tarbund road, napier lines, bowenpally, secunderabad",src5,3,17.4564,78.48388
7133,src5_1935,tarmaz pet chowrasta,,src5,3,17.35184,78.69494
7134,src5_1936,tarmaz pet chowrasta,,src5,3,17.35185,78.69502
7135,1284,tarnaka,tarnaka towards mettuguda,gps-logs-ghz|kodali-stops,2,17.42756,78.53202
7136,1289,tarnaka,tarnaka towards lalapet,gps-logs-ghz|kodali-stops,2,17.42769,78.53173
7137,1573,tarnaka,tarnaka towards habsiguda,gps-logs-ghz|kodali-stops,2,17.42669,78.53049
7138,1793,tarnaka,tarnaka towards uppal,gps-logs-ghz|kodali-stops,2,17.42582,78.53287
7139,1824,tarnaka,taranaka towards,gps-logs-ghz|kodali-stops,2,17.42628,78.53133
7140,src5_3594,tarnaka,,src5,3,17.42598,78.53017
7141,src5_3595,tarnaka,,src5,3,17.42676,78.53099
7142,src5_3596,tarnaka,"inner ring road, krishna giri enclave, tarnaka, secunderabad",src5,3,17.42582,78.53286
7143,src5_3597,tarnaka,,src5,3,17.42509,78.53383
7144,src5_3599,tarnaka,"inner ring road, vijayapuri colony, mettuguda, secunderabad",src5,3,17.42819,78.52904
7145,src5_3602,tarnaka,,src5,3,17.42756,78.53174
7146,src5_3603,tarnaka,,src5,3,17.42754,78.53203
7147,src5_3739,tarnaka,,src5,3,17.4246,78.5363
7148,src5_3741,tarnaka,,src5,3,17.42462,78.53541
7149,node/324858173,tarnaka,,osm,4,17.4262,78.53139
7150,285,tarnaka,,shakti-gtfs,5,17.42677,78.53103
7151,8241,tarnaka pushpak,tarnaka pushpak towards airport,gps-logs-ghz,2,17.42437,78.53659
7152,src5_3598,tarnaka railway degree college,,src5,3,17.42808,78.52925
7153,src5_3600,tarnaka railway degree college,"krishna deva raya road, iriset, mettuguda, secunderabad",src5,3,17.42856,78.52733
7154,415,tcs,tcs towards vbit,gps-logs-ghz|kodali-stops,2,17.4459,78.37752
7155,418,tcs,tcs towards hitech city,gps-logs-ghz|kodali-stops,2,17.4459,78.37726
7156,375,tcs,,shakti-gtfs,5,17.44352,78.37717
7157,src5_1365,teachers colony,,src5,3,17.3244,78.55776
7158,src5_1366,teachers colony,,src5,3,17.3244,78.55749
7159,src5_3313,teachers colony,"military dairy farm road, ward no 7 secunderabad, subhash nagar, trimulgherry, secunderabad",src5,3,17.4815,78.50224
7160,src5_3314,teachers colony,"military dairy farm road, subhash nagar, alwal, secunderabad",src5,3,17.4815,78.50225
7161,node/1306272825,teachers colony,,osm,4,17.48141,78.50232
7162,1164,teachers colony,,shakti-gtfs,5,17.48139,78.50231
7163,589,teegalkunta,,shakti-gtfs,5,17.34052,78.45782
7164,src5_2285,tejaswi nagar,,src5,3,17.36662,78.42854
7165,src5_2286,tejaswi nagar,,src5,3,17.36664,78.42883
7166,471,telecom colony,,shakti-gtfs,5,17.49281,78.49779
7167,src5_1200,telecom colony last,"telecom colony, chittamma nagar colony, alwal, secunderabad",src5,3,17.49277,78.49779
7168,770,telecom nagar,telecom nagar towards gachibowli,gps-logs-ghz|kodali-stops,2,17.43523,78.3676
7169,916,telecom nagar,telecom nagar towards nccb,gps-logs-ghz|kodali-stops,2,17.43528,78.36809
7170,src5_497,telecom nagar,"janardana hills, p janardhan reddy nagar, gachibowli, hyderabad",src5,3,17.43534,78.36801
7171,src5_499,telecom nagar,"old mumbai highway, p janardhan reddy nagar, gachibowli, hyderabad",src5,3,17.43523,78.36789
7172,src5_506,telecom nagar,"sri sathya sai seva samithi, prof cr road, telecom nagar, gachibowli, hyderabad",src5,3,17.43517,78.36747
7173,src5_507,telecom nagar,"prof cr road, telecom nagar, gachibowli, hyderabad",src5,3,17.43515,78.36752
7174,node/2166591650,telecom nagar,,osm,4,17.4351,78.36807
7175,node/2166860253,telecom nagar,bustop,osm,4,17.43515,78.3675
7176,168,telecom nagar,,shakti-gtfs,5,17.43524,78.36787
7177,344,telephone bhavan,telephone bhavan towards assembly,gps-logs-ghz|kodali-stops,2,17.40714,78.4663
7178,src5_2768,telephone bhavan,"central secretariat, khairatabad, hyderabad",src5,3,17.4072,78.46609
7179,src5_2771,telephone bhavan,,src5,3,17.40674,78.46607
7180,node/726161087,telephone bhavan,,osm,4,17.40724,78.46634
7181,517,telephone bhavan,,shakti-gtfs,5,17.40705,78.46629
7182,3806,telephone colony,telephone colony,gps-logs-ghz|kodali-stops,2,17.36804,78.54778
7183,3820,telephone colony,telephone colony d,gps-logs-ghz|kodali-stops,2,17.36801,78.54788
7184,src5_3724,telephone colony,,src5,3,17.3691,78.54652
7185,src5_3725,telephone colony,,src5,3,17.36912,78.5466
7186,src5_3726,telephone colony,"telephone colney, road no 1,, telephone colney., dilsukhnagar, hyderabad",src5,3,17.36913,78.54761
7187,1951,telephone colony rk puram,,shakti-gtfs,5,17.36721,78.5468
7188,1897,telephone exchange,telephone exchange,gps-logs-ghz|kodali-stops,2,17.48333,78.39334
7189,1898,telephone exchange,telephone exchange towards,gps-logs-ghz|kodali-stops,2,17.48324,78.39311
7190,src5_2098,telephone exchange,,src5,3,17.48305,78.39287
7191,src5_2101,telephone exchange,"bsnl office road, kphb phase iii, k p h b phase 3, kukatpally, hyderabad",src5,3,17.48317,78.39299
7192,1455,tellapur,,shakti-gtfs,5,17.46268,78.28789
7193,1307,telugu academy,telugu academy towards shankermatt,gps-logs-ghz|kodali-stops,2,17.39965,78.48659
7194,1330,telugu academy,telugu academy towards old mla quarters,gps-logs-ghz|kodali-stops,2,17.39961,78.48679
7195,src5_3080,telugu academy,"g6, old mla quarters road, ap state housing board, himayatnagar, hyderabad",src5,3,17.39965,78.48691
7196,src5_3081,telugu academy himayat nagar,,src5,3,17.3997,78.48694
7197,src5_3084,telugu academy himayat nagar,,src5,3,17.39965,78.48663
7198,src5_314,temple,"bharat heavy electricals limited, hyderabad",src5,3,17.49982,78.29864
7199,src5_315,temple,,src5,3,17.49998,78.29823
7200,src5_902,temple,"doolapally road, jaibery colony, dullapally, hyderabad",src5,3,17.54663,78.46688
7201,node/2708667790,temple,,osm,4,17.49997,78.29871
7202,src5_1184,temple alwal,,src5,3,17.50465,78.50763
7203,src5_1188,temple alwal,"temple alwal road, temple alwal, alwal, secunderabad",src5,3,17.50427,78.50863
7204,634,temple alwal,,shakti-gtfs,5,17.50463,78.50794
7205,src5_1819,temple khaman,,src5,3,17.45908,78.59443
7206,src5_1173,temple road,"doolapally road, kompally, hyderabad",src5,3,17.54329,78.48
7207,src5_1945,tenugudem,venkatapur,src5,3,17.41185,78.67011
7208,1338,terki majid,,shakti-gtfs,5,17.39051,78.46371
7209,src5_2479,thadban,,src5,3,17.34502,78.45084
7210,src5_2481,thadban,,src5,3,17.34518,78.45069
7211,src5_1884,thakkallapally,,src5,3,17.00208,78.68998
7212,src5_1,thallapally,,src5,3,17.20293,78.73414
7213,src5_59,thallapally bus station,nagarguda road,src5,3,17.22995,78.12282
7214,778,tharapuri colony,,shakti-gtfs,5,17.32008,78.62016
7215,src5_2660,theater stop,"hosnabad colony, chandrayangutta, hyderabad",src5,3,17.32207,78.46789
7216,1698,thimmaipally,,shakti-gtfs,5,17.5458,78.61967
7217,src5_1887,thimmalagudem,,src5,3,16.98674,78.71104
7218,src5_36,thimmapur,thimmapur,src5,3,17.64367,78.72943
7219,1950,thimmapur,,shakti-gtfs,5,17.64132,78.72477
7220,src5_60,thimmareddi guda bus station,thimma reddy guda,src5,3,17.23625,78.11249
7221,src5_1508,thirumal nagar rtc colony,,src5,3,17.45548,78.55381
7222,1458,thirumalagiri,tirumalagiri towards hanuman temple,gps-logs-ghz|kodali-stops,2,17.47257,78.50997
7223,1614,thirumalagiri,thirumalagiri towards lalbazar,gps-logs-ghz|kodali-stops,2,17.47335,78.50995
7224,src5_3302,thirumalagiri,"rajiv gandhi rahadari, dad quarters, hanuman temple complex, trimulgherry, secunderabad",src5,3,17.46553,78.50445
7225,src5_3303,thirumalagiri,,src5,3,17.4653,78.50441
7226,src5_3307,thirumalagiri,,src5,3,17.47074,78.50951
7227,src5_3310,thirumalagiri,,src5,3,17.47247,78.50974
7228,src5_3312,thirumalagiri,"siddipet road, ward no 7 secunderabad, lal bazaar, trimulgherry, secunderabad",src5,3,17.47243,78.50996
7229,1004,thirumalagiri x road,thirumalagiri x road towards officers mess,gps-logs-ghz|kodali-stops,2,17.4713,78.5099
7230,1037,thirumalagiri x road,thirumalagiri x road towards karkhana,gps-logs-ghz|kodali-stops,2,17.47118,78.51016
7231,128,tholkatta,,shakti-gtfs,5,17.46048,78.47578
7232,1922,tholkatta x road,,kodali-stops,5,17.3136,78.21661
7233,1957,tholkatta x road,,kodali-stops,5,17.3135,78.21694
7234,831,tholkatta x road,,shakti-gtfs,5,17.31344,78.21699
7235,src5_1871,thonda,thonda,src5,3,17.70805,78.6084
7236,2006,thorrur,,shakti-gtfs,5,17.28968,78.61239
7237,src5_1661,thorrur 1,,src5,3,17.28885,78.61292
7238,src5_1662,thorrur 1,,src5,3,17.28897,78.61286
7239,src5_1663,thorrur 2,,src5,3,17.29089,78.61194
7240,src5_1664,thorrur 2,,src5,3,17.29119,78.61172
7241,src5_1665,thorrur 3,,src5,3,17.29332,78.61044
7242,src5_1666,thorrur 3,,src5,3,17.29335,78.6104
7243,src5_1716,thorrur x road,,src5,3,17.32937,78.59658
7244,src5_1717,thorrur x road,,src5,3,17.32913,78.59631
7245,src5_1718,thorrur x road,"old hayathnagar road, shirdi nagar, hayathnagar, hyderabad",src5,3,17.32911,78.59628
7246,src5_1719,thorrur x road,,src5,3,17.32894,78.59623
7247,src5_3773,three temples,"old neredmet - malkajgiri road, kalwan bharti enclave, safilguda, malkajgiri, secunderabad",src5,3,17.47142,78.53913
7248,src5_3775,three temples,,src5,3,17.47182,78.53901
7249,1757,thukku guda,thukku guda,gps-logs-ghz|kodali-stops,2,17.20883,78.47678
7250,1759,thukku guda,thukku guda towards,gps-logs-ghz|kodali-stops,2,17.2091,78.47672
7251,src5_645,thukku guda,"srisailam highway, tukkuguda",src5,3,17.20933,78.47664
7252,src5_1592,thumkunta,,src5,3,17.56539,78.5528
7253,481,thumkunta,,shakti-gtfs,5,17.56462,78.55169
7254,1285,thumkunta village,,shakti-gtfs,5,17.58782,78.70387
7255,src5_643,thummaloor,thummaloor,src5,3,17.12869,78.46073
7256,src5_1591,thumukunta,"rajiv gandhi rahadari, thumukunta, secunderabad",src5,3,17.5656,78.55282
7257,890,tilak nagar,tilak nagar towards fever hospital,gps-logs-ghz|kodali-stops,2,17.39416,78.50756
7258,924,tilak nagar,tilak nagar towards 6 number,gps-logs-ghz|kodali-stops,2,17.39421,78.5083
7259,src5_3237,tilak nagar,"tilak nagar road, tirumala enclave, new nallakunta, hyderabad",src5,3,17.39421,78.50845
7260,src5_3238,tilak nagar,,src5,3,17.39408,78.5084
7261,src5_3239,tilak nagar,"tilak nagar road, tilak nagar, amberpet, hyderabad",src5,3,17.39405,78.50853
7262,424,tilak nagar,,shakti-gtfs,5,17.3942,78.50781
7263,1125,timmaipally,,shakti-gtfs,5,17.05851,78.49517
7264,1769,timmapur,,shakti-gtfs,5,17.16802,78.29827
7265,2173,timmapur ibrahimpatnam,,shakti-gtfs,5,17.12775,78.55521
7266,1483,timmareddy guda,,shakti-gtfs,5,17.21795,78.08408
7267,src5_271,tip top,"r.c.puram, mig phase i, old mig, bharat heavy electricals limited, hyderabad",src5,3,17.48157,78.2985
7268,src5_272,tip top,"bhel mig road, mig colony, mig phase i, serilingampally, hyderabad",src5,3,17.48158,78.2985
7269,1665,tip top,,shakti-gtfs,5,17.48122,78.29873
7270,src5_467,tippu khan bridge,,src5,3,17.37336,78.40529
7271,429,tipu khan bridge,,shakti-gtfs,5,17.37308,78.40556
7272,1393,tirumal nagar,,shakti-gtfs,5,17.45957,78.55111
7273,src5_1891,tirumala dairy,,src5,3,17.11106,78.66852
7274,src5_1521,tirumala nagar,,src5,3,17.45747,78.55097
7275,src5_1344,tirumalagiri x road,turkayamjal,src5,3,17.27334,78.58878
7276,src5_37,tirumalapur,tirumalapur,src5,3,17.21754,78.06302
7277,src5_3311,tirumalgherry,"siddipet road, ward no 7 secunderabad, kushalchand colony, trimulgherry, secunderabad",src5,3,17.47255,78.50981
7278,src5_1161,tivoli extreme theatre,,src5,3,17.44864,78.49302
7279,src5_3172,tivoli extreme theatre,,src5,3,17.44917,78.49239
7280,1761,tkr kaman,tkr kaman towards,gps-logs-ghz|kodali-stops,2,17.33734,78.53571
7281,src5_3537,tkr kaman / shakti nagar,,src5,3,17.33714,78.53616
7282,src5_3538,tkr kaman / shakti nagar,,src5,3,17.33744,78.53633
7283,764,tolichowki,tolichoki towards brindavan colony,gps-logs-ghz|kodali-stops,2,17.39893,78.41554
